Date,Open,High,Low,Close,Adj Close,Volume
7/27/2023,32523.68945,32938.58984,32503.68945,32891.16016,32891.16016,90900000
7/28/2023,32444.41992,32846.96875,32037.55078,32759.23047,32759.23047,170500000
7/31/2023,33128.82813,33402.07813,33025.92969,33172.21875,33172.21875,134300000
8/1/2023,33292.30859,33488.76953,33203.87891,33476.57813,33476.57813,110800000
8/2/2023,33123.12109,33158.57813,32628.28906,32707.68945,32707.68945,124200000
8/3/2023,32375.84961,32467.06055,32142.25,32159.2793,32159.2793,120300000
8/4/2023,32019.06055,32294.69922,31934.34961,32192.75,32192.75,106600000
8/7/2023,31921.2793,32306.86914,31830.23047,32254.56055,32254.56055,94100000
8/8/2023,32430.60938,32539.88086,32238.58984,32377.28906,32377.28906,91800000
8/9/2023,32346.32031,32407.84961,32175.64063,32204.33008,32204.33008,104500000
8/10/2023,32015.96094,32504.84961,32015.96094,32473.65039,32473.65039,108000000
8/14/2023,32456.7207,32613.99023,32031.53906,32059.91016,32059.91016,95600000
8/15/2023,32372.5293,32403.92969,32217.51953,32238.89063,32238.89063,75100000
8/16/2023,31965.58008,31997.2793,31766.82031,31766.82031,31766.82031,84800000
8/17/2023,31621.98047,31704.08008,31309.67969,31626,31626,87700000
8/18/2023,31321.25977,31644.89063,31275.25,31450.75977,31450.75977,74800000
8/21/2023,31552.84961,31758.69922,31409.85938,31565.64063,31565.64063,69500000
8/22/2023,31792.59961,31906.09961,31693.75977,31856.71094,31856.71094,70200000
8/23/2023,31717.91016,32039.59961,31717.91016,32010.25977,32010.25977,65100000
8/24/2023,32130.51953,32297.91016,32063.14063,32287.21094,32287.21094,73400000
8/25/2023,31840.91016,31885.5293,31572.06055,31624.2793,31624.2793,65700000
8/28/2023,31915.67969,32205.48047,31881.92969,32169.99023,32169.99023,69900000
8/29/2023,32280.57031,32389.11914,32186.57031,32226.9707,32226.9707,77500000
8/30/2023,32432.94922,32557.44922,32300.56055,32333.46094,32333.46094,89100000
8/31/2023,32361.01953,32692.75977,32359.15039,32619.33984,32619.33984,114600000
9/1/2023,32521.15039,32845.46094,32499.43945,32710.61914,32710.61914,88400000
9/4/2023,32797.32031,32939.17969,32714.93945,32939.17969,32939.17969,89600000
9/5/2023,32941.41016,33036.76172,32784.32031,33036.76172,33036.76172,91300000
9/6/2023,33115.05859,33282.14844,33088.21875,33241.01953,33241.01953,94200000
9/7/2023,33118.55078,33322.44922,32986.35156,32991.07813,32991.07813,100200000
9/8/2023,32916.25,32920.42969,32512.80078,32606.83984,32606.83984,114100000
9/11/2023,32690.53906,32746.14063,32391.68945,32467.75977,32467.75977,84200000
9/12/2023,32629.16016,32799.69141,32486.48047,32776.37109,32776.37109,94000000
9/13/2023,32742.28906,32872.44141,32616.65039,32706.51953,32706.51953,98100000
9/14/2023,32925.53906,33244.44922,32851.23828,33168.10156,33168.10156,112100000
9/15/2023,33428.44141,33634.30859,33391.46094,33533.08984,33533.08984,166600000
9/19/2023,33296.23047,33337.23047,33128.85938,33242.58984,33242.58984,117200000
